,yo,tu,el/ella,nosotros,vosotros,ellos/ellas
1135,retrocedería,retrocederías,retrocedería,retrocederíamos,retrocederíais,retrocederían
1136,presionaría,presionarías,presionaría,presionaríamos,presionaríais,presionarían
1137,turbaría,turbarías,turbaría,turbaríamos,turbaríais,turbarían
1138,ambicionaría,ambicionarías,ambicionaría,ambicionaríamos,ambicionaríais,ambicionarían
1139,transportaría,transportarías,transportaría,transportaríamos,transportaríais,transportarían
1140,revolucionaría,revolucionarías,revolucionaría,revolucionaríamos,revolucionaríais,revolucionarían
1141,supervisaría,supervisarías,supervisaría,supervisaríamos,supervisaríais,supervisarían
1142,repintaría,repintarías,repintaría,repintaríamos,repintaríais,repintarían
1143,lloriquearía,lloriquearías,lloriquearía,lloriquearíamos,lloriquearíais,lloriquearían
1144,exfoliaría,exfoliarías,exfoliaría,exfoliaríamos,exfoliaríais,exfoliarían
1145,acedaría,acedarías,acedaría,acedaríamos,acedaríais,acedarían
1146,engrosaría,engrosarías,engrosaría,engrosaríamos,engrosaríais,engrosarían
1147,desenfadaría,desenfadarías,desenfadaría,desenfadaríamos,desenfadaríais,desenfadarían
1148,fomentaría,fomentarías,fomentaría,fomentaríamos,fomentaríais,fomentarían
1149,rutilaría,rutilarías,rutilaría,rutilaríamos,rutilaríais,rutilarían
1150,vislumbraría,vislumbrarías,vislumbraría,vislumbraríamos,vislumbraríais,vislumbrarían
1151,rotularía,rotularías,rotularía,rotularíamos,rotularíais,rotularían
1152,plantearía,plantearías,plantearía,plantearíamos,plantearíais,plantearían
1153,permutaría,permutarías,permutaría,permutaríamos,permutaríais,permutarían
1154,indignaría,indignarías,indignaría,indignaríamos,indignaríais,indignarían
1155,recusaría,recusarías,recusaría,recusaríamos,recusaríais,recusarían
1156,intensificaría,intensificarías,intensificaría,intensificaríamos,intensificaríais,intensificarían
1157,excretaría,excretarías,excretaría,excretaríamos,excretaríais,excretarían
1158,conllevaría,conllevarías,conllevaría,conllevaríamos,conllevaríais,conllevarían
1159,interpondría,interpondrías,interpondría,interpondríamos,interpondríais,interpondrían
1160,desistiría,desistirías,desistiría,desistiríamos,desistiríais,desistirían
1161,aturrullaría,aturrullarías,aturrullaría,aturrullaríamos,aturrullaríais,aturrullarían
1162,desandaría,desandarías,desandaría,desandaríamos,desandaríais,desandarían
1163,resguardaría,resguardarías,resguardaría,resguardaríamos,resguardaríais,resguardarían
1164,conceptuaría,conceptuarías,conceptuaría,conceptuaríamos,conceptuaríais,conceptuarían
1165,restablecería,restablecerías,restablecería,restableceríamos,restableceríais,restablecerían
1166,superpondría,superpondrías,superpondría,superpondríamos,superpondríais,superpondrían
1167,ampararía,ampararías,ampararía,ampararíamos,ampararíais,ampararían
1168,enmendaría,enmendarías,enmendaría,enmendaríamos,enmendaríais,enmendarían
1169,escurriría,escurrirías,escurriría,escurriríamos,escurriríais,escurrirían
1170,exhalaría,exhalarías,exhalaría,exhalaríamos,exhalaríais,exhalarían
1171,exageraría,exagerarías,exageraría,exageraríamos,exageraríais,exagerarían
1172,plumearía,plumearías,plumearía,plumearíamos,plumearíais,plumearían
1173,engancharía,engancharías,engancharía,engancharíamos,engancharíais,engancharían
1174,enturbiaría,enturbiarías,enturbiaría,enturbiaríamos,enturbiaríais,enturbiarían
1175,desagradaría,desagradarías,desagradaría,desagradaríamos,desagradaríais,desagradarían
1176,reformaría,reformarías,reformaría,reformaríamos,reformaríais,reformarían
1177,descifraría,descifrarías,descifraría,descifraríamos,descifraríais,descifrarían
1178,desempolvaría,desempolvarías,desempolvaría,desempolvaríamos,desempolvaríais,desempolvarían
1179,reforzaría,reforzarías,reforzaría,reforzaríamos,reforzaríais,reforzarían
1180,repercutiría,repercutirías,repercutiría,repercutiríamos,repercutiríais,repercutirían
1181,preservaría,preservarías,preservaría,preservaríamos,preservaríais,preservarían
1182,exhumaría,exhumarías,exhumaría,exhumaríamos,exhumaríais,exhumarían
1183,eructaría,eructarías,eructaría,eructaríamos,eructaríais,eructarían
1184,regeneraría,regenerarías,regeneraría,regeneraríamos,regeneraríais,regenerarían
1185,precedería,precederías,precedería,precederíamos,precederíais,precederían
1186,untaría,untarías,untaría,untaríamos,untaríais,untarían
1187,enrollaría,enrollarías,enrollaría,enrollaríamos,enrollaríais,enrollarían
1188,consolidaría,consolidarías,consolidaría,consolidaríamos,consolidaríais,consolidarían
1189,ensancharía,ensancharías,ensancharía,ensancharíamos,ensancharíais,ensancharían
1190,tripularía,tripularías,tripularía,tripularíamos,tripularíais,tripularían
1191,rebozaría,rebozarías,rebozaría,rebozaríamos,rebozaríais,rebozarían
1192,colorearía,colorearías,colorearía,colorearíamos,colorearíais,colorearían
1193,profanaría,profanarías,profanaría,profanaríamos,profanaríais,profanarían
1194,entubaría,entubarías,entubaría,entubaríamos,entubaríais,entubarían
1195,trasvasaría,trasvasarías,trasvasaría,trasvasaríamos,trasvasaríais,trasvasarían
1196,desenroscaría,desenroscarías,desenroscaría,desenroscaríamos,desenroscaríais,desenroscarían
1197,serrucharía,serrucharías,serrucharía,serrucharíamos,serrucharíais,serrucharían
1198,resoplaría,resoplarías,resoplaría,resoplaríamos,resoplaríais,resoplarían
1199,derrocharía,derrocharías,derrocharía,derrocharíamos,derrocharíais,derrocharían
1200,exprimiría,exprimirías,exprimiría,exprimiríamos,exprimiríais,exprimirían
1201,derrumbaría,derrumbarías,derrumbaría,derrumbaríamos,derrumbaríais,derrumbarían
1202,sobresaltaría,sobresaltarías,sobresaltaría,sobresaltaríamos,sobresaltaríais,sobresaltarían
1203,desperdigaría,desperdigarías,desperdigaría,desperdigaríamos,desperdigaríais,desperdigarían
1204,sobrescribiría,sobrescribirías,sobrescribiría,sobrescribiríamos,sobrescribiríais,sobrescribirían
1205,desengancharía,desengancharías,desengancharía,desengancharíamos,desengancharíais,desengancharían
1206,equilibraría,equilibrarías,equilibraría,equilibraríamos,equilibraríais,equilibrarían
1207,lamería,lamerías,lamería,lameríamos,lameríais,lamerían
1208,expectoraría,expectorarías,expectoraría,expectoraríamos,expectoraríais,expectorarían
1209,exoneraría,exonerarías,exoneraría,exoneraríamos,exoneraríais,exonerarían
1210,trituraría,triturarías,trituraría,trituraríamos,trituraríais,triturarían
1211,dañaría,dañarías,dañaría,dañaríamos,dañaríais,dañarían
1212,chorrearía,chorrearías,chorrearía,chorrearíamos,chorrearíais,chorrearían
1213,cuajaría,cuajarías,cuajaría,cuajaríamos,cuajaríais,cuajarían
1214,embarraría,embarrarías,embarraría,embarraríamos,embarraríais,embarrarían
1215,espesaría,espesarías,espesaría,espesaríamos,espesaríais,espesarían
1216,teñiría,teñirías,teñiría,teñiríamos,teñiríais,teñirían
1217,reñiría,reñirías,reñiría,reñiríamos,reñiríais,reñirían
1218,aliñaría,aliñarías,aliñaría,aliñaríamos,aliñaríais,aliñarían
1219,mosquearía,mosquearías,mosquearía,mosquearíamos,mosquearíais,mosquearían
1220,culparía,culparías,culparía,culparíamos,culparíais,culparían
1221,señalaría,señalarías,señalaría,señalaríamos,señalaríais,señalarían
1222,engañaría,engañarías,engañaría,engañaríamos,engañaríais,engañarían
1223,añoraría,añorarías,añoraría,añoraríamos,añoraríais,añorarían
1224,diseñaría,diseñarías,diseñaría,diseñaríamos,diseñaríais,diseñarían
1225,escaldaría,escaldarías,escaldaría,escaldaríamos,escaldaríais,escaldarían
1226,apuñalaría,apuñalarías,apuñalaría,apuñalaríamos,apuñalaríais,apuñalarían
1227,desempeñaría,desempeñarías,desempeñaría,desempeñaríamos,desempeñaríais,desempeñarían
1228,regañaría,regañarías,regañaría,regañaríamos,regañaríais,regañarían
1229,entrañaría,entrañarías,entrañaría,entrañaríamos,entrañaríais,entrañarían
1230,reseñaría,reseñarías,reseñaría,reseñaríamos,reseñaríais,reseñarían
